date,county,state,fips,cases,deaths
2020-03-18,Winnebago,Wisconsin,55139.0,3,0
2020-03-18,Wood,Wisconsin,55141.0,1,0
2020-03-19,Bayfield,Wisconsin,55007.0,1,0
2020-03-19,Brown,Wisconsin,55009.0,2,0
2020-03-19,Calumet,Wisconsin,55015.0,1,0
2020-03-19,Columbia,Wisconsin,55021.0,4,0
2020-03-19,Dane,Wisconsin,55025.0,27,0
2020-03-19,Eau Claire,Wisconsin,55035.0,1,0
2020-03-19,Fond du Lac,Wisconsin,55039.0,14,1
2020-03-19,Kenosha,Wisconsin,55059.0,4,0
2020-03-19,La Crosse,Wisconsin,55063.0,2,0
2020-03-19,Milwaukee,Wisconsin,55079.0,62,0
2020-03-19,Outagamie,Wisconsin,55087.0,1,0
2020-03-19,Ozaukee,Wisconsin,55089.0,3,1
2020-03-19,Pierce,Wisconsin,55093.0,1,0
2020-03-19,Racine,Wisconsin,55101.0,3,0
2020-03-19,Sauk,Wisconsin,55111.0,1,0
2020-03-19,Sheboygan,Wisconsin,55117.0,6,0
2020-03-19,Walworth,Wisconsin,55127.0,2,0
2020-03-19,Washington,Wisconsin,55131.0,2,0
2020-03-19,Waukesha,Wisconsin,55133.0,12,0
2020-03-19,Winnebago,Wisconsin,55139.0,5,0
2020-03-19,Wood,Wisconsin,55141.0,1,0
2020-03-20,Bayfield,Wisconsin,55007.0,1,0
2020-03-20,Brown,Wisconsin,55009.0,2,0
2020-03-20,Calumet,Wisconsin,55015.0,1,0
2020-03-20,Chippewa,Wisconsin,55017.0,1,0
2020-03-20,Columbia,Wisconsin,55021.0,5,0
2020-03-20,Dane,Wisconsin,55025.0,32,0
2020-03-20,Douglas,Wisconsin,55031.0,1,0
2020-03-20,Dunn,Wisconsin,55033.0,1,0
2020-03-20,Eau Claire,Wisconsin,55035.0,1,0
2020-03-20,Fond du Lac,Wisconsin,55039.0,14,1
2020-03-20,Green,Wisconsin,55045.0,1,0
2020-03-20,Jefferson,Wisconsin,55055.0,1,0
2020-03-20,Kenosha,Wisconsin,55059.0,4,0
2020-03-20,La Crosse,Wisconsin,55063.0,4,0
2020-03-20,Marathon,Wisconsin,55073.0,1,0
2020-03-20,Milwaukee,Wisconsin,55079.0,95,1
2020-03-20,Outagamie,Wisconsin,55087.0,2,0
2020-03-20,Ozaukee,Wisconsin,55089.0,7,1
2020-03-20,Pierce,Wisconsin,55093.0,1,0
2020-03-20,Racine,Wisconsin,55101.0,3,0
2020-03-20,Rock,Wisconsin,55105.0,1,0
2020-03-20,Sauk,Wisconsin,55111.0,2,0
2020-03-20,Sheboygan,Wisconsin,55117.0,6,0
2020-03-20,St. Croix,Wisconsin,55109.0,2,0
2020-03-20,Walworth,Wisconsin,55127.0,3,0
2020-03-20,Washington,Wisconsin,55131.0,3,0
2020-03-20,Waukesha,Wisconsin,55133.0,15,0
2020-03-20,Winnebago,Wisconsin,55139.0,5,0
2020-03-20,Wood,Wisconsin,55141.0,1,0
2020-03-21,Bayfield,Wisconsin,55007.0,1,0
2020-03-21,Brown,Wisconsin,55009.0,3,0
2020-03-21,Calumet,Wisconsin,55015.0,1,0
2020-03-21,Chippewa,Wisconsin,55017.0,1,0
2020-03-21,Columbia,Wisconsin,55021.0,5,0
2020-03-21,Dane,Wisconsin,55025.0,49,0
2020-03-21,Douglas,Wisconsin,55031.0,1,0
2020-03-21,Dunn,Wisconsin,55033.0,1,0
2020-03-21,Eau Claire,Wisconsin,55035.0,2,0
2020-03-21,Fond du Lac,Wisconsin,55039.0,15,1
2020-03-21,Green,Wisconsin,55045.0,1,0
2020-03-21,Jefferson,Wisconsin,55055.0,1,0
2020-03-21,Kenosha,Wisconsin,55059.0,5,0
2020-03-21,La Crosse,Wisconsin,55063.0,5,0
2020-03-21,Marathon,Wisconsin,55073.0,1,0
2020-03-21,Milwaukee,Wisconsin,55079.0,126,2
2020-03-21,Outagamie,Wisconsin,55087.0,2,0
2020-03-21,Ozaukee,Wisconsin,55089.0,11,1
2020-03-21,Pierce,Wisconsin,55093.0,1,0
2020-03-21,Racine,Wisconsin,55101.0,4,0
2020-03-21,Rock,Wisconsin,55105.0,3,0
2020-03-21,Sauk,Wisconsin,55111.0,2,0
2020-03-21,Sheboygan,Wisconsin,55117.0,6,0
2020-03-21,St. Croix,Wisconsin,55109.0,2,0
2020-03-21,Walworth,Wisconsin,55127.0,3,0
2020-03-21,Washington,Wisconsin,55131.0,3,0
2020-03-21,Waukesha,Wisconsin,55133.0,20,0
2020-03-21,Winnebago,Wisconsin,55139.0,5,0
2020-03-21,Wood,Wisconsin,55141.0,1,0
2020-03-22,Bayfield,Wisconsin,55007.0,1,0
2020-03-22,Brown,Wisconsin,55009.0,3,0
2020-03-22,Calumet,Wisconsin,55015.0,1,0
2020-03-22,Chippewa,Wisconsin,55017.0,1,0
2020-03-22,Columbia,Wisconsin,55021.0,5,0
2020-03-22,Dane,Wisconsin,55025.0,61,0
2020-03-22,Douglas,Wisconsin,55031.0,1,0
2020-03-22,Dunn,Wisconsin,55033.0,1,0
2020-03-22,Eau Claire,Wisconsin,55035.0,4,0
2020-03-22,Fond du Lac,Wisconsin,55039.0,16,1
2020-03-22,Green,Wisconsin,55045.0,1,0
2020-03-22,Jefferson,Wisconsin,55055.0,2,0
2020-03-22,Kenosha,Wisconsin,55059.0,10,0
2020-03-22,La Crosse,Wisconsin,55063.0,5,0
2020-03-22,Marathon,Wisconsin,55073.0,1,0
2020-03-22,Milwaukee,Wisconsin,55079.0,183,2
2020-03-22,Outagamie,Wisconsin,55087.0,2,0
2020-03-22,Ozaukee,Wisconsin,55089.0,13,1
2020-03-22,Pierce,Wisconsin,55093.0,1,0
2020-03-22,Racine,Wisconsin,55101.0,4,0
2020-03-22,Rock,Wisconsin,55105.0,3,0
2020-03-22,Sauk,Wisconsin,55111.0,2,0
2020-03-22,Sheboygan,Wisconsin,55117.0,6,0
2020-03-22,St. Croix,Wisconsin,55109.0,2,0
2020-03-22,Walworth,Wisconsin,55127.0,3,0
2020-03-22,Washington,Wisconsin,55131.0,14,0
2020-03-22,Waukesha,Wisconsin,55133.0,30,0
2020-03-22,Winnebago,Wisconsin,55139.0,5,0
2020-03-22,Wood,Wisconsin,55141.0,1,0
2020-03-23,Bayfield,Wisconsin,55007.0,1,0
2020-03-23,Brown,Wisconsin,55009.0,3,0
2020-03-23,Calumet,Wisconsin,55015.0,1,0
2020-03-23,Chippewa,Wisconsin,55017.0,1,0
2020-03-23,Columbia,Wisconsin,55021.0,5,0
2020-03-23,Dane,Wisconsin,55025.0,61,0
2020-03-23,Dodge,Wisconsin,55027.0,2,0
2020-03-23,Douglas,Wisconsin,55031.0,2,0
2020-03-23,Dunn,Wisconsin,55033.0,1,0
2020-03-23,Eau Claire,Wisconsin,55035.0,4,0
2020-03-23,Fond du Lac,Wisconsin,55039.0,16,1
2020-03-23,Green,Wisconsin,55045.0,1,0
2020-03-23,Jefferson,Wisconsin,55055.0,2,0
2020-03-23,Kenosha,Wisconsin,55059.0,12,0
2020-03-23,La Crosse,Wisconsin,55063.0,5,0
2020-03-23,Marathon,Wisconsin,55073.0,1,0
2020-03-23,Milwaukee,Wisconsin,55079.0,206,3
2020-03-23,Outagamie,Wisconsin,55087.0,2,0
2020-03-23,Ozaukee,Wisconsin,55089.0,14,1
2020-03-23,Pierce,Wisconsin,55093.0,3,0
2020-03-23,Racine,Wisconsin,55101.0,5,0
2020-03-23,Rock,Wisconsin,55105.0,3,0
2020-03-23,Sauk,Wisconsin,55111.0,3,0
2020-03-23,Sheboygan,Wisconsin,55117.0,6,0
2020-03-23,St. Croix,Wisconsin,55109.0,3,0
2020-03-23,Walworth,Wisconsin,55127.0,3,0
2020-03-23,Washington,Wisconsin,55131.0,15,0
2020-03-23,Waukesha,Wisconsin,55133.0,31,0
2020-03-23,Winnebago,Wisconsin,55139.0,5,0
2020-03-23,Wood,Wisconsin,55141.0,1,0
2020-03-24,Bayfield,Wisconsin,55007.0,1,0
2020-03-24,Brown,Wisconsin,55009.0,3,0
2020-03-24,Calumet,Wisconsin,55015.0,1,0
2020-03-24,Chippewa,Wisconsin,55017.0,2,0
2020-03-24,Columbia,Wisconsin,55021.0,5,0
2020-03-24,Dane,Wisconsin,55025.0,72,0
2020-03-24,Dodge,Wisconsin,55027.0,2,0
2020-03-24,Douglas,Wisconsin,55031.0,4,0
2020-03-24,Dunn,Wisconsin,55033.0,1,0
2020-03-24,Eau Claire,Wisconsin,55035.0,4,0
2020-03-24,Fond du Lac,Wisconsin,55039.0,18,1
2020-03-24,Green,Wisconsin,55045.0,1,0
2020-03-24,Jefferson,Wisconsin,55055.0,4,0
2020-03-24,Kenosha,Wisconsin,55059.0,13,0
2020-03-24,La Crosse,Wisconsin,55063.0,5,0
2020-03-24,Marathon,Wisconsin,55073.0,1,0
2020-03-24,Milwaukee,Wisconsin,55079.0,243,3
2020-03-24,Outagamie,Wisconsin,55087.0,2,0
2020-03-24,Ozaukee,Wisconsin,55089.0,16,1
2020-03-24,Pierce,Wisconsin,55093.0,3,0
2020-03-24,Racine,Wisconsin,55101.0,5,0
2020-03-24,Rock,Wisconsin,55105.0,3,0
2020-03-24,Sauk,Wisconsin,55111.0,4,0
2020-03-24,Sheboygan,Wisconsin,55117.0,6,0
2020-03-24,St. Croix,Wisconsin,55109.0,4,0
2020-03-24,Walworth,Wisconsin,55127.0,4,0
2020-03-24,Washington,Wisconsin,55131.0,17,0
2020-03-24,Waukesha,Wisconsin,55133.0,31,0
2020-03-24,Winnebago,Wisconsin,55139.0,5,0
2020-03-24,Wood,Wisconsin,55141.0,1,0
2020-03-25,Bayfield,Wisconsin,55007.0,1,0
2020-03-25,Brown,Wisconsin,55009.0,3,0
2020-03-25,Calumet,Wisconsin,55015.0,1,0
2020-03-25,Chippewa,Wisconsin,55017.0,1,0
2020-03-25,Columbia,Wisconsin,55021.0,5,0
2020-03-25,Dane,Wisconsin,55025.0,88,1
2020-03-25,Dodge,Wisconsin,55027.0,3,0
2020-03-25,Douglas,Wisconsin,55031.0,4,0
2020-03-25,Dunn,Wisconsin,55033.0,1,0
2020-03-25,Eau Claire,Wisconsin,55035.0,5,0
2020-03-25,Fond du Lac,Wisconsin,55039.0,18,1
2020-03-25,Grant,Wisconsin,55043.0,1,0
2020-03-25,Green,Wisconsin,55045.0,1,0
2020-03-25,Iowa,Wisconsin,55049.0,3,0
2020-03-25,Jefferson,Wisconsin,55055.0,5,0
2020-03-25,Juneau,Wisconsin,55057.0,1,0
2020-03-25,Kenosha,Wisconsin,55059.0,14,0
2020-03-25,La Crosse,Wisconsin,55063.0,12,0
2020-03-25,Marathon,Wisconsin,55073.0,1,0
2020-03-25,Milwaukee,Wisconsin,55079.0,325,4
2020-03-25,Monroe,Wisconsin,55081.0,1,0
2020-03-25,Outagamie,Wisconsin,55087.0,4,0
2020-03-25,Ozaukee,Wisconsin,55089.0,20,1
2020-03-25,Pierce,Wisconsin,55093.0,3,0
2020-03-25,Racine,Wisconsin,55101.0,7,0
2020-03-25,Rock,Wisconsin,55105.0,4,0
2020-03-25,Sauk,Wisconsin,55111.0,6,0
2020-03-25,Sheboygan,Wisconsin,55117.0,7,0
2020-03-25,St. Croix,Wisconsin,55109.0,4,0
2020-03-25,Walworth,Wisconsin,55127.0,5,0
2020-03-25,Washington,Wisconsin,55131.0,21,0
2020-03-25,Waukesha,Wisconsin,55133.0,42,0
2020-03-25,Winnebago,Wisconsin,55139.0,5,0
2020-03-25,Wood,Wisconsin,55141.0,1,0
2020-03-26,Bayfield,Wisconsin,55007.0,1,0
2020-03-26,Brown,Wisconsin,55009.0,4,0
2020-03-26,Calumet,Wisconsin,55015.0,1,0
2020-03-26,Chippewa,Wisconsin,55017.0,1,0
2020-03-26,Clark,Wisconsin,55019.0,1,0
2020-03-26,Columbia,Wisconsin,55021.0,5,0
2020-03-26,Dane,Wisconsin,55025.0,114,1
2020-03-26,Dodge,Wisconsin,55027.0,3,0
2020-03-26,Douglas,Wisconsin,55031.0,4,0
2020-03-26,Dunn,Wisconsin,55033.0,1,0
2020-03-26,Eau Claire,Wisconsin,55035.0,6,0
2020-03-26,Fond du Lac,Wisconsin,55039.0,17,1
2020-03-26,Grant,Wisconsin,55043.0,1,0
2020-03-26,Green,Wisconsin,55045.0,1,0
2020-03-26,Iowa,Wisconsin,55049.0,3,0
2020-03-26,Jefferson,Wisconsin,55055.0,5,0
2020-03-26,Juneau,Wisconsin,55057.0,1,0
2020-03-26,Kenosha,Wisconsin,55059.0,19,0
2020-03-26,La Crosse,Wisconsin,55063.0,12,0
2020-03-26,Marathon,Wisconsin,55073.0,1,0
2020-03-26,Milwaukee,Wisconsin,55079.0,393,7
2020-03-26,Monroe,Wisconsin,55081.0,1,0
2020-03-26,Outagamie,Wisconsin,55087.0,4,0
2020-03-26,Ozaukee,Wisconsin,55089.0,22,1
2020-03-26,Pierce,Wisconsin,55093.0,3,0
2020-03-26,Portage,Wisconsin,55097.0,1,0
2020-03-26,Racine,Wisconsin,55101.0,8,0
2020-03-26,Rock,Wisconsin,55105.0,8,0
2020-03-26,Sauk,Wisconsin,55111.0,7,0
2020-03-26,Sheboygan,Wisconsin,55117.0,7,0
2020-03-26,St. Croix,Wisconsin,55109.0,4,0
2020-03-26,Vilas,Wisconsin,55125.0,1,0
2020-03-26,Walworth,Wisconsin,55127.0,5,0
2020-03-26,Washington,Wisconsin,55131.0,25,0
2020-03-26,Waukesha,Wisconsin,55133.0,56,0
2020-03-26,Winnebago,Wisconsin,55139.0,6,0
2020-03-26,Wood,Wisconsin,55141.0,2,0
2020-03-27,Bayfield,Wisconsin,55007.0,2,0
2020-03-27,Brown,Wisconsin,55009.0,5,0
2020-03-27,Calumet,Wisconsin,55015.0,1,0
2020-03-27,Chippewa,Wisconsin,55017.0,3,0
2020-03-27,Clark,Wisconsin,55019.0,3,0
2020-03-27,Columbia,Wisconsin,55021.0,7,0
2020-03-27,Dane,Wisconsin,55025.0,158,1
2020-03-27,Dodge,Wisconsin,55027.0,6,0
2020-03-27,Douglas,Wisconsin,55031.0,5,0
2020-03-27,Dunn,Wisconsin,55033.0,2,0
2020-03-27,Eau Claire,Wisconsin,55035.0,8,0
2020-03-27,Fond du Lac,Wisconsin,55039.0,19,1
2020-03-27,Grant,Wisconsin,55043.0,1,0
2020-03-27,Green,Wisconsin,55045.0,3,0
2020-03-27,Iowa,Wisconsin,55049.0,3,0
2020-03-27,Iron,Wisconsin,55051.0,1,1
2020-03-27,Jefferson,Wisconsin,55055.0,6,0
2020-03-27,Juneau,Wisconsin,55057.0,2,0
2020-03-27,Kenosha,Wisconsin,55059.0,24,0
2020-03-27,La Crosse,Wisconsin,55063.0,15,0
2020-03-27,Marathon,Wisconsin,55073.0,1,0
2020-03-27,Marinette,Wisconsin,55075.0,1,0
2020-03-27,Milwaukee,Wisconsin,55079.0,468,9
2020-03-27,Monroe,Wisconsin,55081.0,1,0
2020-03-27,Outagamie,Wisconsin,55087.0,4,0
2020-03-27,Ozaukee,Wisconsin,55089.0,30,3
2020-03-27,Pierce,Wisconsin,55093.0,4,0
2020-03-27,Portage,Wisconsin,55097.0,1,0
2020-03-27,Racine,Wisconsin,55101.0,9,0
2020-03-27,Richland,Wisconsin,55103.0,2,0
2020-03-27,Rock,Wisconsin,55105.0,12,0
2020-03-27,Sauk,Wisconsin,55111.0,8,1
2020-03-27,Sheboygan,Wisconsin,55117.0,7,0
2020-03-27,St. Croix,Wisconsin,55109.0,4,0
2020-03-27,Vilas,Wisconsin,55125.0,2,0
2020-03-27,Walworth,Wisconsin,55127.0,5,0
2020-03-27,Washington,Wisconsin,55131.0,27,0
2020-03-27,Waukesha,Wisconsin,55133.0,61,0
2020-03-27,Waupaca,Wisconsin,55135.0,1,0
2020-03-27,Winnebago,Wisconsin,55139.0,6,0
2020-03-27,Wood,Wisconsin,55141.0,2,0
2020-03-28,Bayfield,Wisconsin,55007.0,2,0
2020-03-28,Brown,Wisconsin,55009.0,6,0
2020-03-28,Calumet,Wisconsin,55015.0,1,0
2020-03-28,Chippewa,Wisconsin,55017.0,4,0
2020-03-28,Clark,Wisconsin,55019.0,3,0
2020-03-28,Columbia,Wisconsin,55021.0,7,0
2020-03-28,Dane,Wisconsin,55025.0,158,1
2020-03-28,Dodge,Wisconsin,55027.0,6,0
2020-03-28,Douglas,Wisconsin,55031.0,6,0
2020-03-28,Dunn,Wisconsin,55033.0,2,0
2020-03-28,Eau Claire,Wisconsin,55035.0,8,0
2020-03-28,Fond du Lac,Wisconsin,55039.0,20,1
2020-03-28,Grant,Wisconsin,55043.0,1,0
2020-03-28,Green,Wisconsin,55045.0,4,0
2020-03-28,Iowa,Wisconsin,55049.0,3,0
2020-03-28,Iron,Wisconsin,55051.0,1,1
2020-03-28,Jefferson,Wisconsin,55055.0,8,0
2020-03-28,Juneau,Wisconsin,55057.0,2,0
2020-03-28,Kenosha,Wisconsin,55059.0,24,0
2020-03-28,La Crosse,Wisconsin,55063.0,15,0
2020-03-28,Marathon,Wisconsin,55073.0,1,0
2020-03-28,Marinette,Wisconsin,55075.0,1,0
2020-03-28,Milwaukee,Wisconsin,55079.0,541,9
2020-03-28,Monroe,Wisconsin,55081.0,1,0
2020-03-28,Oneida,Wisconsin,55085.0,1,0
2020-03-28,Outagamie,Wisconsin,55087.0,4,0
2020-03-28,Ozaukee,Wisconsin,55089.0,33,3
2020-03-28,Pierce,Wisconsin,55093.0,4,0
2020-03-28,Portage,Wisconsin,55097.0,1,0
2020-03-28,Racine,Wisconsin,55101.0,16,0
2020-03-28,Richland,Wisconsin,55103.0,2,0
2020-03-28,Rock,Wisconsin,55105.0,12,0
2020-03-28,Sauk,Wisconsin,55111.0,11,1
2020-03-28,Sheboygan,Wisconsin,55117.0,8,0
2020-03-28,St. Croix,Wisconsin,55109.0,4,0
2020-03-28,Vilas,Wisconsin,55125.0,2,0
2020-03-28,Walworth,Wisconsin,55127.0,6,0
2020-03-28,Washington,Wisconsin,55131.0,31,0
2020-03-28,Waukesha,Wisconsin,55133.0,72,0
2020-03-28,Waupaca,Wisconsin,55135.0,1,1
2020-03-28,Winnebago,Wisconsin,55139.0,7,0
2020-03-28,Wood,Wisconsin,55141.0,2,0
2020-03-29,Bayfield,Wisconsin,55007.0,2,0
2020-03-29,Brown,Wisconsin,55009.0,6,0
2020-03-29,Calumet,Wisconsin,55015.0,1,0
2020-03-29,Chippewa,Wisconsin,55017.0,4,0
2020-03-29,Clark,Wisconsin,55019.0,3,0
2020-03-29,Columbia,Wisconsin,55021.0,9,0
2020-03-29,Dane,Wisconsin,55025.0,179,1
2020-03-29,Dodge,Wisconsin,55027.0,8,0
2020-03-29,Douglas,Wisconsin,55031.0,6,0
2020-03-29,Dunn,Wisconsin,55033.0,3,0
2020-03-29,Eau Claire,Wisconsin,55035.0,10,0
2020-03-29,Fond du Lac,Wisconsin,55039.0,20,1
2020-03-29,Grant,Wisconsin,55043.0,1,0
2020-03-29,Green,Wisconsin,55045.0,4,0
2020-03-29,Iowa,Wisconsin,55049.0,3,0
2020-03-29,Iron,Wisconsin,55051.0,1,1
2020-03-29,Jefferson,Wisconsin,55055.0,8,0
2020-03-29,Juneau,Wisconsin,55057.0,3,0
2020-03-29,Kenosha,Wisconsin,55059.0,30,0
2020-03-29,La Crosse,Wisconsin,55063.0,15,0
2020-03-29,Marathon,Wisconsin,55073.0,1,0
2020-03-29,Marinette,Wisconsin,55075.0,1,0
2020-03-29,Milwaukee,Wisconsin,55079.0,565,9
2020-03-29,Monroe,Wisconsin,55081.0,1,0
2020-03-29,Oneida,Wisconsin,55085.0,1,0
2020-03-29,Outagamie,Wisconsin,55087.0,6,0
2020-03-29,Ozaukee,Wisconsin,55089.0,34,3
2020-03-29,Pierce,Wisconsin,55093.0,4,0
2020-03-29,Portage,Wisconsin,55097.0,1,0
2020-03-29,Racine,Wisconsin,55101.0,17,0
2020-03-29,Richland,Wisconsin,55103.0,2,0
2020-03-29,Rock,Wisconsin,55105.0,14,0
2020-03-29,Sauk,Wisconsin,55111.0,12,1
2020-03-29,Sheboygan,Wisconsin,55117.0,8,0
2020-03-29,St. Croix,Wisconsin,55109.0,4,0
2020-03-29,Vilas,Wisconsin,55125.0,2,0
2020-03-29,Walworth,Wisconsin,55127.0,6,0
2020-03-29,Washington,Wisconsin,55131.0,31,0
2020-03-29,Waukesha,Wisconsin,55133.0,83,0
2020-03-29,Waupaca,Wisconsin,55135.0,1,1
2020-03-29,Winnebago,Wisconsin,55139.0,8,0
2020-03-29,Wood,Wisconsin,55141.0,2,0
2020-03-30,Bayfield,Wisconsin,55007.0,2,0
2020-03-30,Brown,Wisconsin,55009.0,7,0
2020-03-30,Calumet,Wisconsin,55015.0,1,0
2020-03-30,Chippewa,Wisconsin,55017.0,7,0
2020-03-30,Clark,Wisconsin,55019.0,3,0
2020-03-30,Columbia,Wisconsin,55021.0,9,0
2020-03-30,Dane,Wisconsin,55025.0,183,2
2020-03-30,Dodge,Wisconsin,55027.0,8,0
2020-03-30,Door,Wisconsin,55029.0,1,0
2020-03-30,Douglas,Wisconsin,55031.0,6,0
2020-03-30,Dunn,Wisconsin,55033.0,3,0
2020-03-30,Eau Claire,Wisconsin,55035.0,10,0
2020-03-30,Fond du Lac,Wisconsin,55039.0,22,2
2020-03-30,Grant,Wisconsin,55043.0,1,0
2020-03-30,Green,Wisconsin,55045.0,5,0
2020-03-30,Iowa,Wisconsin,55049.0,3,0
2020-03-30,Iron,Wisconsin,55051.0,1,1
2020-03-30,Jackson,Wisconsin,55053.0,2,0
2020-03-30,Jefferson,Wisconsin,55055.0,10,0
2020-03-30,Juneau,Wisconsin,55057.0,3,0
2020-03-30,Kenosha,Wisconsin,55059.0,30,0
2020-03-30,La Crosse,Wisconsin,55063.0,16,0
2020-03-30,Marathon,Wisconsin,55073.0,2,0
2020-03-30,Marinette,Wisconsin,55075.0,1,0
2020-03-30,Marquette,Wisconsin,55077.0,2,0
2020-03-30,Milwaukee,Wisconsin,55079.0,663,10
2020-03-30,Monroe,Wisconsin,55081.0,1,0
